00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 00038232.000000 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 -0047680.000000 00000000.000000
00000001.000000 00000000.000000 00000000.000000 00000001.000000 00000000.000000 00000008.000000 00000000.000000 00000008.000000 00000000.000000
00000000.998682 00000000.003507 -0000000.001324 00000000.996372 00000000.003699 00000007.974031 00000000.000000 -0152614.484375 00000000.000000
00000000.994622 -0000000.005063 -0000000.005302 00000000.984481 -0000000.008779 00000007.888580 00000000.000000 -3390228.250000 00000000.000000
00000000.996936 00000000.004394 00000000.972516 -0000000.032859 -0000000.016333 00000006.614896 00000000.000000 00127486.546875 00000000.000000
00000000.996304 -0000000.012228 -0000000.025560 00000000.974379 00000000.022960 00000007.966715 00000000.000000 -0138269.765625 00000000.000000
00000000.999267 00000000.002034 00000000.003075 00000001.015887 00000000.002393 00000008.039325 00000000.000000 00043976.730469 00000000.000000
00000001.007077 00000000.006904 00000000.008687 00000000.975230 -0000000.030011 00000007.943648 00000000.000000 00063915.980469 00000000.000000
00000001.003187 -0000000.007374 00000001.035368 00000000.004336 00000000.006993 00000007.241417 00000000.000000 00038772.628906 00000000.000000
00000000.999416 00000000.002296 00000000.001763 00000000.993959 -0000000.020985 00000008.026500 00000000.000000 -0039815.738281 00000000.000000
00000001.011112 -0000000.003147 00000000.996271 00000000.000838 -0000000.012040 00000008.047785 00000000.000000 -0117050.992188 00000000.000000
00000000.990254 -0000000.003761 00000001.009749 00000000.007937 00000000.012199 00000058.147530 00000000.000000 -0034916.710938 00000000.000000
00000001.001384 -0000000.005315 -0000000.001353 00000000.960143 00000000.004074 00000007.977848 00000000.000000 00001412.579834 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 -0027384.000000 00000000.000000
00000000.998857 00000000.000270 00000000.000031 00000000.998840 -0000000.001246 00000008.008754 00000000.000000 -0055427.503906 00000000.000000
00000000.991662 -0000000.002411 00000000.970458 00000000.065148 -0000000.018471 00000007.523302 00000000.000000 04219143.500000 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 -0003536.000000 00000000.000000
00000000.999656 -0000000.000223 00000000.001745 00000000.996900 -0000000.002589 00000008.000706 00000000.000000 -0116175.421875 00000000.000000
00000001.001231 00000000.002933 -0000000.005382 00000000.987338 -0000000.001519 00000008.036789 00000000.000000 00094720.195312 00000000.000000
00000000.990944 00000000.000319 00000000.953802 -0000000.014022 -0000000.003375 00000075.085335 00000000.000000 00146067.703125 00000000.000000
00000000.994902 00000000.000513 00000000.984895 00000000.032824 00000000.013840 00000007.880732 00000000.000000 00211654.156250 00000000.000000
00000001.001715 00000000.000839 -0000000.002414 00000000.986938 00000000.014017 00000008.008389 00000000.000000 00007525.570801 00000000.000000
00000000.993303 00000000.003718 00000000.001480 00000000.956525 00000000.991261 00000160.534088 00000000.000000 -0581819.937500 00000000.000000
00000001.007548 -0000000.002080 00000000.004372 00000001.007485 -0000000.002481 00000007.972019 00000000.000000 00049899.468750 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 -0008520.000000 00000000.000000
00000000.996722 00000000.004815 -0000000.025658 00000000.995470 -0000000.019482 00000008.040905 00000000.000000 -3627733.000000 00000000.000000
00000000.988208 -0000000.010266 -0000000.000249 00000001.004902 -0000000.000612 00000009.399406 00000000.000000 -4369765.500000 00000000.000000
00000001.003897 -0000000.000727 00000000.001784 00000000.010448 00000001.014299 00000008.006085 00000000.000000 00081458.578125 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 04226624.000000 00000000.000000
00000001.003653 00000000.005996 00000000.995216 -0000000.026904 -0000000.015956 00000008.436711 00000000.000000 00019205.382812 00000000.000000
00000001.006617 -0000000.000508 -0000000.004381 00000000.993007 -0000000.007566 00000008.011325 00000000.000000 00042287.343750 00000000.000000
00000000.989143 00000000.001750 00000000.000354 00000000.984933 -0000000.012761 00000004.668142 00000000.000000 -4369684.000000 00000000.000000
00000001.000000 00000000.000000 00000000.000000 00000001.000000 00000000.000000 00000008.000000 00000000.000000 -0008840.000000 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 00027032.000000 00000000.000000
00000000.996851 00000000.004570 00000001.030428 -0000000.025174 00000000.007381 00000007.980472 00000000.000000 00030311.906250 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 04264864.000000 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 03699464.000000 00000000.000000
00000001.005156 00000000.005650 -0000000.001003 00000001.012531 00000000.013279 00000008.001973 00000000.000000 -0013808.722656 00000000.000000
00000001.001050 00000000.010001 00000000.988230 -0000000.010282 -0000000.009926 00000054.015343 00000000.000000 00143387.218750 00000000.000000
00000001.000000 00000000.000000 00000001.000000 00000000.000000 00000000.000000 00000008.000000 00000000.000000 03384168.000000 00000000.000000
00000000.989926 -0000000.003137 -0000000.026527 00000000.998968 00000000.011320 00000033.615341 00000000.000000 -0002502.788086 00000000.000000
00000000.999459 00000000.011403 00000001.012162 00000000.025247 -0000000.009435 00000009.217611 00000000.000000 -0076993.937500 00000000.000000
