00000000.060554 -0000000.287945 00000000.099759 -0000000.291114 -0000000.199759 -0000000.070778 -0000000.112137 00000000.043434 -0000000.069154 -0000000.021737 00000000.134042 00000000.072177 00000000.037853 -0000000.168100 00000000.021932 -0000000.086893 -0000000.162316 -0000000.048035 -0000000.097776 -0000000.241148 -0000000.074421 -0000000.288239 -0000000.213592 00000000.096342 -0000000.102592 -0000000.339553 -0000000.047851 -0000000.183393 -0000000.220039 00000000.023188 00000000.121844 -0000000.230658 00000000.062027 -0000000.213041 -0000000.239998 00000000.068336 00000000.006600 -0000000.220759 00000000.084726 -0000000.209324 -0000000.175103 00000000.052662 00000000.117725 -0000000.376917 00000000.087928 -0000000.304184 -0000000.196639 00000000.077285 00000000.007707 -0000000.265974 00000000.018532 -0000000.203596 -0000000.302858 -0000000.036577 00000000.070146 -0000000.362644 -0000000.000542 -0000000.316565 -0000000.331661 -0000000.014241 -0000000.146324 -0000000.281603 -0000000.092554 -0000000.201742 -0000000.237368 00000000.084984 -0000000.053524 -0000000.285654 00000000.098265 -0000000.233282 -0000000.338926 -0000000.076062 00000000.015137 -0000000.357356 -0000000.075136 -0000000.235246 -0000000.219647 -0000000.050784 -0000000.006420 -0000000.200165 -0000000.036160 -0000000.194521 -0000000.312518 -0000000.057085 00000000.098068 -0000000.375798 -0000000.082432 -0000000.303034 -0000000.196486 00000000.015421 -0000000.017346 -0000000.321822 00000000.009801 -0000000.285276 -0000000.242484 00000000.093507
00000000.032741 -0000000.108656 -0000000.040798 00000000.052890 -0000000.047186 -0000000.050801 -0000000.118951 -0000000.024741 00000000.060939 -0000000.095582 -0000000.113339 -0000000.037415 -0000000.120622 -0000000.037114 00000000.071049 00000000.005041 -0000000.038829 -0000000.085988 -0000000.006878 00000000.013489 -0000000.045657 -0000000.002140 -0000000.147596 -0000000.017005 -0000000.119935 -0000000.129802 00000000.007569 00000000.015875 00000000.003912 -0000000.081658 -0000000.124217 00000000.044524 -0000000.083351 -0000000.029223 00000000.005835 -0000000.091626 -0000000.137103 -0000000.061419 -0000000.030568 -0000000.002134 -0000000.126823 -0000000.030554 00000000.049372 00000000.011538 -0000000.096386 -0000000.134332 -0000000.118121 00000000.039010 -0000000.059722 -0000000.018179 -0000000.074829 -0000000.111503 -0000000.020963 -0000000.076670 -0000000.052692 -0000000.094977 00000000.059524 -0000000.099162 -0000000.055816 00000000.092392 00000000.034724 00000000.022964 -0000000.067058 00000000.003305 -0000000.090014 -0000000.078965 00000000.005431 00000000.048028 00000000.046620 00000000.019421 -0000000.128087 -0000000.021114 -0000000.134547 -0000000.076283 -0000000.036145 -0000000.104024 -0000000.010220 00000000.044469 -0000000.058766 -0000000.026939 00000000.040647 -0000000.002352 -0000000.110170 00000000.030544 -0000000.067257 -0000000.124037 -0000000.019352 00000000.028248 00000000.034099 00000000.018119 -0000000.073958 -0000000.136499 -0000000.052362 00000000.009423 -0000000.085715 -0000000.034306
00000000.020668 -0000000.116856 -0000000.000413 -0000000.286629 -0000000.243760 -0000000.011685 -0000000.005166 00000001.664229 00000000.050614 00000001.796286 00000001.635195 -0000000.002489 00000000.011022 00000000.402314 00000000.017332 00000000.394801 00000000.446438 00000000.084267 00000000.059888 00000000.001019 00000000.100741 00000000.059406 00000000.103659 -0000000.022472 -0000000.066303 -0000000.185325 00000000.096630 -0000000.153627 -0000000.212461 00000000.030632 00000000.083243 -0000000.352766 00000000.012686 -0000000.271254 -0000000.256728 -0000000.006597 00000000.024054 -0000000.282715 00000000.081927 -0000000.373845 -0000000.278305 00000000.059978 00000000.084378 -0000000.310508 00000000.007727 -0000000.171918 -0000000.291756 00000000.053026 00000000.068206 -0000000.312620 00000000.081571 -0000000.241527 -0000000.249153 00000000.101516 00000000.062962 -0000000.342035 -0000000.093622 -0000000.305974 -0000000.219032 -0000000.074188 00000000.039286 -0000000.187830 00000000.022937 -0000000.286652 -0000000.304120 00000000.063073 00000000.004127 -0000000.352081 -0000000.037891 -0000000.255123 -0000000.299855 -0000000.031759 00000000.050478 -0000000.322411 00000000.019428 -0000000.250796 -0000000.331574 00000000.075894 00000000.072065 -0000000.198071 -0000000.014576 -0000000.260864 -0000000.141015 -0000000.038884 -0000000.029600 -0000000.181919 00000000.101198 -0000000.186175 -0000000.366314 -0000000.057181 00000000.040142 -0000000.224499 00000000.097751 -0000000.306923 -0000000.238473 00000000.018450
-0000000.027186 -0000000.125373 00000000.024364 -0000000.000639 00000000.011574 -0000000.086620 00000000.101222 -0000000.004242 00000000.059289 -0000000.021490 00000000.055322 -0000000.057671 -0000000.069899 -0000000.066083 00000000.033904 -0000000.063902 -0000000.049265 -0000000.100032 -0000000.018701 00000000.025748 -0000000.081935 -0000000.029673 -0000000.107321 00000000.096911 00000000.012567 -0000000.048981 00000000.101021 -0000000.041962 -0000000.041915 00000000.021240 -0000000.021417 00000000.048378 -0000000.087171 -0000000.122875 -0000000.126176 00000000.095129 00000000.026298 -0000000.113484 -0000000.047742 -0000000.126387 00000000.013771 00000000.044013 -0000000.064400 -0000000.047675 -0000000.088900 -0000000.092879 00000000.003656 00000000.087199 -0000000.083223 00000000.034281 -0000000.039642 00000000.015705 -0000000.108571 -0000000.075960 -0000000.116269 -0000000.039799 00000000.050540 00000000.053704 -0000000.119283 -0000000.000842 00000000.045079 -0000000.117645 00000000.063172 00000000.005879 -0000000.080993 00000000.095879 -0000000.148650 -0000000.002794 -0000000.032412 00000000.049369 -0000000.080310 00000000.064987 -0000000.090033 -0000000.019845 -0000000.036863 -0000000.014405 00000000.013238 00000000.054382 -0000000.105269 -0000000.094905 -0000000.004830 -0000000.090713 -0000000.085077 -0000000.050208 00000000.026771 00000000.059373 00000000.006378 00000000.036577 00000000.027840 00000000.096818 00000000.021712 -0000000.117752 00000000.042977 -0000000.126745 00000000.059709 -0000000.047947
-0000000.108192 -0000000.118008 00000000.073394 -0000000.063286 -0000000.125136 -0000000.070986 -0000000.090309 -0000000.126161 -0000000.101772 -0000000.037499 -0000000.052131 -0000000.019975 -0000000.105345 -0000000.062643 -0000000.094350 -0000000.010482 00000000.033319 00000000.065463 -0000000.048267 -0000000.120200 -0000000.060404 -0000000.130556 00000000.039766 00000000.069796 -0000000.058009 -0000000.018300 -0000000.072034 -0000000.118085 00000000.036374 -0000000.040787 -0000000.119754 00000000.001442 -0000000.067942 00000000.011353 00000000.001460 00000000.090554 00000000.006517 -0000000.096944 -0000000.059789 -0000000.076838 00000000.000519 00000000.039498 00000000.012822 00000000.009090 00000000.080668 00000000.060688 -0000000.104143 -0000000.021077 -0000000.073602 -0000000.105432 00000000.081288 -0000000.004792 -0000000.058259 00000000.075721 -0000000.072086 00000000.045488 -0000000.029119 -0000000.123322 00000000.053915 00000000.080831 -0000000.037026 -0000000.080816 -0000000.030567 -0000000.106362 -0000000.012773 -0000000.056397 -0000000.036593 00000000.056058 00000000.013887 -0000000.015715 -0000000.100239 -0000000.037865 -0000000.026214 -0000000.032404 -0000000.024169 -0000000.107134 -0000000.057778 00000000.089054 -0000000.017845 -0000000.039598 00000000.032634 -0000000.100513 -0000000.112378 -0000000.042902 00000000.053598 -0000000.096848 -0000000.047942 00000000.002863 -0000000.134072 00000000.093228 00000000.065012 00000000.036859 -0000000.080643 -0000000.016941 -0000000.136050 -0000000.077733
00000000.054500 -0000001.167360 -0000000.090613 -0000001.266291 -0000001.280185 -0000000.087006 00000000.096831 00000004.811758 00000000.038614 00000004.835180 00000004.766008 00000000.040965 00000000.079728 00000000.940535 00000000.002749 00000000.947251 00000000.876567 00000000.000429 00000000.044147 -0000000.272892 -0000000.045630 -0000000.381094 -0000000.240804 00000000.016012 00000000.002964 -0000001.284486 -0000000.077125 -0000001.236612 -0000001.198498 -0000000.066284 -0000000.028573 -0000001.568106 -0000000.077273 -0000001.450523 -0000001.561967 00000000.101181 00000000.077940 -0000001.587668 00000000.025280 -0000001.607354 -0000001.601557 00000000.015553 00000000.002783 -0000001.534359 00000000.082510 -0000001.542316 -0000001.416782 -0000000.006761 00000000.104149 -0000001.664656 -0000000.088551 -0000001.706056 -0000001.717901 00000000.065271 00000000.076958 -0000001.421291 -0000000.094579 -0000001.486615 -0000001.359219 00000000.073739 -0000000.017300 -0000001.406015 -0000000.018483 -0000001.407807 -0000001.555358 00000000.038785 00000000.004894 -0000001.559505 00000000.004455 -0000001.709625 -0000001.618564 00000000.011072 -0000000.055812 -0000001.724150 -0000000.067188 -0000001.604378 -0000001.762847 00000000.058203 -0000000.009034 -0000001.270952 -0000000.094091 -0000001.286621 -0000001.350892 00000000.026904 00000000.012152 -0000001.621550 00000000.007569 -0000001.527307 -0000001.554431 -0000000.097714 -0000000.035161 -0000001.325229 00000000.047713 -0000001.287375 -0000001.316417 -0000000.089575
00000000.000809 00000000.059426 00000000.005536 -0000000.056631 -0000000.079862 00000000.065676 -0000000.075876 -0000000.117314 00000000.019127 -0000000.084130 -0000000.040533 -0000000.081160 -0000000.084405 -0000000.084919 00000000.062087 -0000000.070837 -0000000.003548 -0000000.086204 -0000000.122590 -0000000.098641 00000000.063316 -0000000.060142 00000000.004079 -0000000.089601 -0000000.077508 -0000000.129332 00000000.027082 -0000000.039156 00000000.017740 00000000.084770 -0000000.074925 -0000000.058884 00000000.060243 -0000000.093385 -0000000.048401 -0000000.012996 -0000000.054489 -0000000.086913 00000000.008427 00000000.015698 00000000.036197 00000000.055424 -0000000.106468 -0000000.085343 -0000000.029149 -0000000.128780 00000000.015581 -0000000.006603 -0000000.103292 -0000000.100591 -0000000.030863 00000000.015541 00000000.035571 00000000.004398 00000000.005413 -0000000.101585 00000000.033233 -0000000.054555 -0000000.079004 00000000.089953 -0000000.044170 -0000000.105826 -0000000.052090 00000000.044263 -0000000.079370 00000000.021601 -0000000.039792 -0000000.013010 -0000000.050268 -0000000.009975 -0000000.026902 00000000.053492 -0000000.092009 -0000000.022247 -0000000.044680 -0000000.088133 -0000000.074469 -0000000.032882 00000000.051075 -0000000.032313 -0000000.025302 -0000000.139024 -0000000.031483 -0000000.078519 00000000.001244 -0000000.010080 00000000.090587 -0000000.000738 -0000000.083505 00000000.003240 -0000000.034477 -0000000.109009 00000000.057912 -0000000.111831 00000000.028435 00000000.085530
-0000000.035963 00000000.824218 -0000000.098148 00000000.855154 00000000.803304 00000000.022160 00000000.045156 -0000003.727577 -0000000.054066 -0000003.712394 -0000003.777266 00000000.003494 -0000000.048022 -0000000.825178 00000000.037806 -0000000.649255 -0000000.650724 00000000.028280 00000000.023991 00000000.122447 -0000000.092797 00000000.206947 00000000.207136 00000000.022427 -0000000.056914 00000000.874557 00000000.010214 00000000.892463 00000000.786320 -0000000.087141 00000000.048359 00000001.085452 00000000.085275 00000001.028722 00000000.945162 -0000000.039441 -0000000.061246 00000001.050149 -0000000.042226 00000001.001429 00000001.096879 -0000000.079720 00000000.062150 00000000.990701 00000000.005038 00000000.963341 00000001.041506 00000000.090425 -0000000.004827 00000001.093624 -0000000.020843 00000001.071695 00000001.120636 00000000.074670 00000000.082571 00000000.922641 -0000000.062655 00000000.979942 00000001.017797 -0000000.023041 00000000.030028 00000000.954891 -0000000.068158 00000000.983005 00000001.116738 00000000.005504 00000000.004977 00000001.092235 -0000000.085205 00000001.225436 00000001.033243 -0000000.098397 00000000.055504 00000001.098923 -0000000.085694 00000001.102959 00000001.141325 00000000.039394 00000000.027646 00000001.034348 00000000.089225 00000000.893664 00000000.843086 00000000.093718 -0000000.046406 00000001.161236 -0000000.040186 00000001.061833 00000001.012138 -0000000.052466 00000000.042691 00000000.910480 00000000.041948 00000000.846976 00000000.977649 00000000.016677
-0000000.004082 00000000.362212 -0000000.051412 00000000.462687 00000000.470660 00000000.100592 00000000.097090 -0000001.327031 -0000000.014349 -0000001.313551 -0000001.343699 -0000000.023515 00000000.091362 -0000000.184010 00000000.094650 -0000000.156051 -0000000.122123 00000000.085398 00000000.061898 00000000.024752 -0000000.075700 00000000.213436 00000000.187540 -0000000.025414 00000000.018256 00000000.350667 00000000.084033 00000000.335327 00000000.333512 -0000000.063226 -0000000.017873 00000000.501940 -0000000.010307 00000000.359717 00000000.438904 00000000.038149 00000000.057686 00000000.515684 00000000.085216 00000000.406567 00000000.479627 00000000.039572 00000000.052171 00000000.395249 -0000000.049212 00000000.541208 00000000.390375 -0000000.035189 00000000.031541 00000000.574576 -0000000.011356 00000000.421567 00000000.511974 -0000000.030305 -0000000.036742 00000000.489672 -0000000.042546 00000000.463202 00000000.477431 00000000.074781 -0000000.015733 00000000.367173 00000000.092099 00000000.401487 00000000.345690 00000000.051622 00000000.061217 00000000.528976 -0000000.042392 00000000.553043 00000000.407770 00000000.045499 00000000.089719 00000000.542762 -0000000.044995 00000000.423077 00000000.583118 00000000.098653 -0000000.076095 00000000.388950 00000000.064265 00000000.335548 00000000.334781 -0000000.064845 00000000.079513 00000000.406253 -0000000.012738 00000000.413298 00000000.465765 00000000.066531 -0000000.039427 00000000.490077 -0000000.063096 00000000.475704 00000000.377205 00000000.095393
-0000000.125144 -0000000.077329 00000000.019937 -0000000.063711 -0000000.079432 00000000.041262 00000000.031682 00000000.047316 00000000.061033 -0000000.127503 00000000.020624 00000000.033743 00000000.030363 -0000000.041156 00000000.077352 -0000000.079857 -0000000.000936 -0000000.012501 00000000.032774 00000000.042999 00000000.082726 -0000000.018067 -0000000.011435 -0000000.029893 -0000000.108994 00000000.017990 -0000000.088190 -0000000.081553 -0000000.040084 -0000000.021348 -0000000.013384 -0000000.073976 -0000000.010974 -0000000.058583 -0000000.048914 00000000.013809 -0000000.124136 -0000000.015159 00000000.094007 00000000.004378 -0000000.012484 00000000.083904 -0000000.076412 -0000000.014814 00000000.070540 -0000000.142346 -0000000.089602 -0000000.049152 -0000000.046075 -0000000.093170 -0000000.041129 -0000000.057302 -0000000.099090 00000000.044285 -0000000.085441 -0000000.130563 00000000.040236 -0000000.100217 -0000000.114441 -0000000.005386 -0000000.007029 -0000000.051100 00000000.046793 00000000.020749 00000000.009815 -0000000.033270 00000000.018959 -0000000.103455 -0000000.058193 -0000000.074513 -0000000.125803 00000000.030313 -0000000.064917 -0000000.065453 -0000000.067896 -0000000.077516 -0000000.091600 -0000000.025511 -0000000.057979 00000000.012712 00000000.049494 -0000000.041070 -0000000.133963 -0000000.079121 -0000000.144254 -0000000.089135 -0000000.007073 -0000000.132495 00000000.021713 -0000000.005762 -0000000.109982 -0000000.134380 -0000000.026512 -0000000.120732 -0000000.105081 00000000.003656
