-0000000.103601 -0000000.063306 00000000.048076 -0000000.090920 00000000.080852 -0000000.187396 00000000.003271 -0000000.212457 -0000000.003056 00000000.025163 -0000000.039354 -0000000.155398 -0000000.112082 00000000.013513 -0000000.107781 -0000000.211413 -0000000.124350 -0000000.041306 00000000.078015 -0000000.067693 -0000000.025298 00000000.177713 -0000000.130522 00000000.019457 -0000000.147035 00000000.065150 00000000.074000 -0000000.010251 -0000000.016735 00000000.174440 -0000000.001045 00000000.110546
00000000.045832 -0000000.091154 -0000000.141711 00000000.109709 -0000000.039897 00000000.025138 00000000.038314 00000000.093372 00000000.003156 00000000.037934 -0000000.120990 00000000.150851 00000000.021504 00000000.036134 -0000000.055645 00000000.012387 00000000.136149 00000000.168973 00000000.008646 00000000.102244 -0000000.066893 00000000.044004 00000000.112938 -0000000.445207 00000000.101654 -0000000.042833 -0000000.002501 -0000000.002117 00000000.017692 00000000.148814 -0000000.135860 -0000000.056539
-0000000.193110 -0000000.062932 -0000000.139387 00000000.053344 00000000.161489 -0000000.102417 -0000000.078841 -0000000.078637 -0000000.139689 00000000.117830 -0000000.008463 -0000000.077392 00000000.064606 -0000000.077679 -0000000.109267 -0000000.073581 -0000000.045796 00000000.113473 -0000000.011722 -0000000.093448 -0000000.147828 -0000000.058821 -0000000.008237 00000000.165294 00000000.136363 00000000.139342 00000000.110301 00000000.137530 -0000000.054322 00000000.068722 00000000.157564 00000000.083720
-0000000.053781 -0000000.122062 00000000.060947 -0000000.110960 -0000000.085833 00000000.146314 00000000.162297 00000000.151653 00000000.020683 -0000000.133352 -0000000.026104 -0000000.009473 -0000000.080625 00000000.192136 00000000.155587 00000000.032131 -0000000.065520 00000000.052878 -0000000.098047 -0000000.040013 00000000.146726 00000000.165155 -0000000.139974 -0000000.036989 -0000000.057121 00000000.033122 00000000.052477 -0000000.130979 00000000.197611 00000000.171030 -0000000.132967 -0000000.124434
-0000000.037449 -0000000.086960 -0000000.013051 00000000.029432 -0000000.128271 00000000.030532 -0000000.078827 -0000000.149450 -0000000.055788 -0000000.098816 -0000000.183477 -0000000.082924 -0000000.058195 -0000000.095844 -0000000.126625 00000000.009752 -0000000.024185 -0000000.004122 -0000000.047431 00000000.122620 -0000000.181490 -0000000.217388 00000000.050466 -0000000.253768 -0000000.150713 00000000.116345 -0000000.177590 00000000.008553 00000000.014155 00000000.059858 00000000.027520 -0000000.194566
00000000.081956 -0000000.088837 -0000000.078346 -0000000.118827 -0000000.139129 -0000000.062536 00000000.096357 -0000000.067267 00000000.143045 -0000000.141524 -0000000.052785 -0000000.125696 -0000000.063884 00000000.047690 -0000000.167906 -0000000.199988 -0000000.171971 00000000.127075 00000000.029731 00000000.105419 00000000.164585 00000000.025447 00000000.102568 -0000000.108306 00000000.071990 00000000.023389 -0000000.171070 00000000.185381 00000000.171087 -0000000.116420 00000000.001852 -0000000.071247
-0000000.190772 00000000.050695 -0000000.123020 -0000000.171721 00000000.067234 00000000.016062 -0000000.113353 00000000.137815 -0000000.136834 00000000.139899 -0000000.162007 -0000000.123860 00000000.031074 -0000000.188001 -0000000.003960 -0000000.108538 -0000000.123037 00000000.097052 -0000000.137601 -0000000.051291 00000000.141893 00000000.115607 00000000.020655 00000000.071952 00000000.102416 -0000000.172598 -0000000.189792 00000000.090110 00000000.137792 00000000.122666 00000000.114908 00000000.039771
-0000000.054458 -0000000.082733 00000000.112017 00000000.032254 -0000000.011332 00000000.044538 -0000000.055409 00000000.150061 00000000.044895 00000000.014360 -0000000.033605 00000000.177818 00000000.037504 00000000.031275 -0000000.134392 00000000.013783 00000000.074370 00000000.131632 00000000.131268 -0000000.101539 00000000.040657 00000000.002861 00000000.067220 00000000.039083 -0000000.072703 -0000000.028999 00000000.020419 -0000000.017676 00000000.052808 00000000.079072 00000000.144339 00000000.072309
-0000000.096653 00000000.042546 00000000.035658 00000000.099117 -0000000.092171 -0000000.135980 -0000000.116215 00000000.028837 00000000.129973 00000000.138342 00000000.114193 -0000000.147947 00000000.044597 -0000000.119887 00000000.122580 00000000.066698 -0000000.157803 -0000000.151521 -0000000.237630 -0000000.082705 -0000000.021506 00000000.004119 00000000.018610 -0000000.200732 00000000.068886 -0000000.143722 00000000.013503 00000000.141675 00000000.064995 00000000.101775 -0000000.213339 00000000.065337
00000000.077136 00000000.007654 00000000.155526 00000000.172300 00000000.019518 00000000.163160 00000000.107309 00000000.065821 -0000000.141063 -0000000.123512 -0000000.003988 -0000000.099672 -0000000.148521 -0000000.074755 00000000.060342 00000000.080179 -0000000.135185 -0000000.056354 -0000000.120165 00000000.113860 -0000000.088472 00000000.128957 00000000.136687 -0000000.107972 00000000.122534 00000000.161646 00000000.047350 -0000000.108281 00000000.147297 00000000.062871 00000000.097031 -0000000.034309
